BPC,CCR,Report_Date,Entry,Age,ctznRace,ctznSex,Closed,Unit,Administrative_Closure,Allegation,Finding,ofcrRace,ofcrSex,ObjectId
18-188,69602,2020/03/15 00:00:00+00,Walk In,24,Black,Male,2018/06/18 00:00:00+00,11TH PRECINCT,,Force,Exonerated,Black,Male,9585
18-185,69599,2020/03/15 00:00:00+00,Telephone (or TDD),0,Black,Male,2018/05/04 00:00:00+00,10TH PRECINCT,Admin. Closure,Property,No Charge,Black,Male,9586
18-188,69602,2020/03/15 00:00:00+00,Walk In,24,Black,Male,2018/06/18 00:00:00+00,11TH PRECINCT,,Service,No Charge,Black,Male,9587
18-182,69596,2020/03/14 00:00:00+00,Walk In,43,Black,Female,2018/06/12 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,9384
18-184,69598,2020/03/14 00:00:00+00,Telephone (or TDD),41,Unknown,Female,2018/06/13 00:00:00+00,6TH PRECINCT,,Procedure,No Charge,Black,Male,9388
18-183,69597,2020/03/14 00:00:00+00,Outside Agency,0,Unknown,Female,2018/06/13 00:00:00+00,5TH PRECINCT,,Procedure,Unfounded,Black,Female,9458
18-184,69598,2020/03/14 00:00:00+00,Telephone (or TDD),0,Unknown,Female,2018/06/13 00:00:00+00,6TH PRECINCT,,Procedure,No Charge,Black,Male,9497
18-184,69598,2020/03/14 00:00:00+00,Telephone (or TDD),0,Unknown,Female,2018/06/13 00:00:00+00,6TH PRECINCT,,Demeanor,Unfounded,Black,Male,9537
18-183,69597,2020/03/14 00:00:00+00,Outside Agency,35,Unknown,Female,2018/06/13 00:00:00+00,5TH PRECINCT,,Procedure,Unfounded,Black,Female,9559
18-184,69598,2020/03/14 00:00:00+00,Telephone (or TDD),41,Unknown,Female,2018/06/13 00:00:00+00,6TH PRECINCT,,Demeanor,Unfounded,Black,Male,9560
18-182,69596,2020/03/14 00:00:00+00,Walk In,43,Black,Female,2018/06/12 00:00:00+00,COMMUNICATIONS OPERATIONS,,Demeanor,Sustained,Black,Female,9561
18-183,69597,2020/03/14 00:00:00+00,Outside Agency,35,Unknown,Female,2018/06/13 00:00:00+00,5TH PRECINCT,,Procedure,Unfounded,White,Male,9562
18-183,69597,2020/03/14 00:00:00+00,Outside Agency,35,Unknown,Female,2018/06/13 00:00:00+00,5TH PRECINCT,,Procedure,Unfounded,White,Male,9563
18-183,69597,2020/03/14 00:00:00+00,Outside Agency,0,Unknown,Female,2018/06/13 00:00:00+00,5TH PRECINCT,,Procedure,Unfounded,White,Male,9564
18-183,69597,2020/03/14 00:00:00+00,Outside Agency,0,Unknown,Female,2018/06/13 00:00:00+00,5TH PRECINCT,,Procedure,Unfounded,White,Male,9565
18-180,69594,2020/03/13 00:00:00+00,Telephone (or TDD),59,Black,Male,2018/06/06 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,9281
18-180,69594,2020/03/13 00:00:00+00,Telephone (or TDD),59,Black,Male,2018/06/06 00:00:00+00,7TH PRECINCT,,Harassment,Unfounded,Black,Male,9300
18-180,69594,2020/03/13 00:00:00+00,Telephone (or TDD),59,Black,Male,2018/06/06 00:00:00+00,UNKNOWN COMMAND,,Harassment,No Charge,Unknown,Unknown,9301
18-180,69594,2020/03/13 00:00:00+00,Telephone (or TDD),59,Black,Male,2018/06/06 00:00:00+00,7TH PRECINCT,,Procedure,Inconclusive,Black,Male,9302
18-181,69595,2020/03/13 00:00:00+00,Telephone (or TDD),64,Black,Female,2018/06/07 00:00:00+00,TELEPHONE CRIME REPORTING UNIT,,Demeanor,Inconclusive,Black,Female,9356
18-181,69595,2020/03/13 00:00:00+00,Telephone (or TDD),64,Black,Female,2018/06/07 00:00:00+00,TELEPHONE CRIME REPORTING UNIT,,Service,No Charge,Black,Female,9380
18-179,69593,2020/03/12 00:00:00+00,Telephone (or TDD),47,Black,Female,2018/05/03 00:00:00+00,5TH PRECINCT PDU,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Female,9299
18-178,69592,2020/03/11 00:00:00+00,Walk In,25,Black,Male,2018/06/12 00:00:00+00,7TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,9286
18-178,69592,2020/03/11 00:00:00+00,Walk In,25,Black,Male,2018/06/12 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Procedure,No Charge,Unknown,Unknown,9287
18-178,69592,2020/03/11 00:00:00+00,Walk In,25,Black,Male,2018/06/12 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Harassment,No Charge,Unknown,Unknown,9288
18-177,69591,2020/03/11 00:00:00+00,Walk In,49,Black,Female,2018/06/04 00:00:00+00,8TH PRECINCT,,Procedure,Inconclusive,Black,Male,9289
18-177,69591,2020/03/11 00:00:00+00,Walk In,49,Black,Female,2018/06/04 00:00:00+00,8TH PRECINCT,,Demeanor,Inconclusive,Black,Male,9290
18-176,69590,2020/03/11 00:00:00+00,Telephone (or TDD),28,Black,Male,2018/03/14 00:00:00+00,UNKNOWN COMMAND,Transferred,Demeanor,Admin. Closure,Unknown,Unknown,9291
18-176,69590,2020/03/11 00:00:00+00,Telephone (or TDD),28,Black,Male,2018/03/14 00:00:00+00,UNKNOWN COMMAND,Transferred,Property,Admin. Closure,Unknown,Unknown,9292
18-178,69592,2020/03/11 00:00:00+00,Walk In,25,Black,Male,2018/06/12 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Service,No Charge,Unknown,Unknown,9293
18-178,69592,2020/03/11 00:00:00+00,Walk In,25,Black,Male,2018/06/12 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Entry,No Charge,Unknown,Unknown,9294
18-178,69592,2020/03/11 00:00:00+00,Walk In,25,Black,Male,2018/06/12 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Search,No Charge,Unknown,Unknown,9295
18-178,69592,2020/03/11 00:00:00+00,Walk In,25,Black,Male,2018/06/12 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Demeanor,No Charge,Unknown,Unknown,9296
18-178,69592,2020/03/11 00:00:00+00,Walk In,25,Black,Male,2018/06/12 00:00:00+00,7TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Hispanic,Male,9297
18-178,69592,2020/03/11 00:00:00+00,Walk In,25,Black,Male,2018/06/12 00:00:00+00,7TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Hispanic,Male,9298
18-171,69585,2020/03/09 00:00:00+00,In-Custody,36,Black,Male,2018/05/31 00:00:00+00,5TH PRECINCT,Admin. Closure,Force,Admin. Closure,Black,Female,9271
18-172,69586,2020/03/09 00:00:00+00,Telephone (or TDD),22,Black,Male,2018/06/08 00:00:00+00,UNKNOWN COMMAND,,Procedure,Inconclusive,Unknown,Unknown,9272
18-174,69588,2020/03/09 00:00:00+00,Walk In,46,Black,Male,2018/05/03 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Service,No Charge,Unknown,Unknown,9273
18-173,69587,2020/03/09 00:00:00+00,Telephone (or TDD),36,Black,Male,2018/05/02 00:00:00+00,8TH PRECINCT PDU,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Female,9274
18-175,69589,2020/03/09 00:00:00+00,Walk In,36,Black,Female,2018/06/08 00:00:00+00,5TH PRECINCT,,Property,Sustained,Hispanic,Female,9275
18-172,69586,2020/03/09 00:00:00+00,Telephone (or TDD),41,Black,Female,2018/06/08 00:00:00+00,UNKNOWN COMMAND,,Procedure,Inconclusive,Unknown,Unknown,9276
18-175,69589,2020/03/09 00:00:00+00,Walk In,36,Black,Female,2018/06/08 00:00:00+00,5TH PRECINCT,,Property,Sustained,White,Male,9277
18-172,69586,2020/03/09 00:00:00+00,Telephone (or TDD),22,Black,Male,2018/06/08 00:00:00+00,UNKNOWN COMMAND,,Search,No Charge,Unknown,Unknown,9278
18-173,69587,2020/03/09 00:00:00+00,Telephone (or TDD),36,Black,Male,2018/05/02 00:00:00+00,8TH PRECINCT PDU,Admin.close/Inadequate Service,Procedure,No Charge,Black,Female,9279
18-174,69588,2020/03/09 00:00:00+00,Walk In,46,Black,Male,2018/05/03 00:00:00+00,12TH PRECINCT PDU,Admin. Closure,Procedure,Admin. Closure,Black,Male,9282
18-172,69586,2020/03/09 00:00:00+00,Telephone (or TDD),41,Black,Female,2018/06/08 00:00:00+00,UNKNOWN COMMAND,,Search,No Charge,Unknown,Unknown,9283
18-175,69589,2020/03/09 00:00:00+00,Walk In,36,Black,Female,2018/06/08 00:00:00+00,5TH PRECINCT,,Property,No Charge,White,Male,9284
18-175,69589,2020/03/09 00:00:00+00,Walk In,36,Black,Female,2018/06/08 00:00:00+00,5TH PRECINCT,,Property,No Charge,White,Male,9285
18-170,69584,2020/03/08 00:00:00+00,Telephone (or TDD),29,Black,Male,2018/05/23 00:00:00+00,9TH PRECINCT,,Procedure,Exonerated,White,Male,9269
18-170,69584,2020/03/08 00:00:00+00,Telephone (or TDD),29,Black,Male,2018/05/23 00:00:00+00,9TH PRECINCT,,Procedure,Sustained,White,Male,9270
18-169,69583,2020/03/07 00:00:00+00,Telephone (or TDD),49,White,Male,2018/06/06 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,9263
18-168,69582,2020/03/07 00:00:00+00,Online,37,Black,Male,2018/06/06 00:00:00+00,11TH PRECINCT,,Procedure,Inconclusive,Black,Male,9264
18-168,69582,2020/03/07 00:00:00+00,Online,37,Black,Male,2018/06/06 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,9265
18-168,69582,2020/03/07 00:00:00+00,Online,37,Black,Male,2018/06/06 00:00:00+00,UNKNOWN COMMAND,,Search,No Charge,Unknown,Unknown,9266
18-169,69583,2020/03/07 00:00:00+00,Telephone (or TDD),49,White,Male,2018/06/06 00:00:00+00,5TH PRECINCT PDU,,Demeanor,Inconclusive,Black,Female,9267
18-168,69582,2020/03/07 00:00:00+00,Online,37,Black,Male,2018/06/06 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,9268
18-167,69581,2020/03/06 00:00:00+00,Telephone (or TDD),20,Black,Male,2018/06/07 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,9256
18-165,69579,2020/03/06 00:00:00+00,Telephone (or TDD),27,Other,Male,2018/03/08 00:00:00+00,UNKNOWN COMMAND,Transferred,Property,Admin. Closure,Unknown,Unknown,9257
18-167,69581,2020/03/06 00:00:00+00,Telephone (or TDD),20,Black,Male,2018/06/07 00:00:00+00,4TH PRECINCT,,Demeanor,Unfounded,White,Male,9258
18-167,69581,2020/03/06 00:00:00+00,Telephone (or TDD),20,Black,Male,2018/06/07 00:00:00+00,4TH PRECINCT,,Demeanor,Unfounded,White,Male,9259
18-167,69581,2020/03/06 00:00:00+00,Telephone (or TDD),20,Black,Male,2018/06/07 00:00:00+00,4TH PRECINCT,,Demeanor,Unfounded,White,Male,9260
18-166,69580,2020/03/06 00:00:00+00,Telephone (or TDD),61,Black,Female,2018/05/03 00:00:00+00,TELEPHONE CRIME REPORTING UNIT,,Demeanor,Inconclusive,Black,Female,9261
18-167,69581,2020/03/06 00:00:00+00,Telephone (or TDD),20,Black,Male,2018/06/07 00:00:00+00,4TH PRECINCT,,Demeanor,Sustained,White,Male,9262
18-164,69578,2020/03/05 00:00:00+00,Outside Agency,-1,Black,Female,2018/03/06 00:00:00+00,UNKNOWN COMMAND,Duplication,Force,Void,Unknown,Unknown,9251
18-163,69577,2020/03/05 00:00:00+00,Telephone (or TDD),50,Black,Male,2018/05/22 00:00:00+00,9TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,9252
18-163,69577,2020/03/05 00:00:00+00,Telephone (or TDD),50,Black,Male,2018/05/22 00:00:00+00,9TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,9253
18-164,69578,2020/03/05 00:00:00+00,Outside Agency,-1,Black,Female,2018/03/06 00:00:00+00,UNKNOWN COMMAND,Duplication,Procedure,Void,Unknown,Unknown,9254
18-164,69578,2020/03/05 00:00:00+00,Outside Agency,-1,Black,Female,2018/03/06 00:00:00+00,UNKNOWN COMMAND,Duplication,Demeanor,Void,Unknown,Unknown,9255
18-164,69578,2020/03/05 00:00:00+00,Outside Agency,-1,Black,Female,2018/03/06 00:00:00+00,UNKNOWN COMMAND,Duplication,Service,Void,Unknown,Unknown,9436
18-163,69577,2020/03/05 00:00:00+00,Telephone (or TDD),50,Black,Male,2018/05/22 00:00:00+00,9TH PRECINCT,Admin. Closure,Demeanor,Admin. Closure,White,Male,9437
18-163,69577,2020/03/05 00:00:00+00,Telephone (or TDD),50,Black,Male,2018/05/22 00:00:00+00,9TH PRECINCT,Admin. Closure,Demeanor,Admin. Closure,White,Male,9438
18-162,69576,2020/03/04 00:00:00+00,In-Custody,27,Black,Male,2018/06/29 00:00:00+00,6TH PRECINCT,,Force,Inconclusive,White,Male,9433
18-162,69576,2020/03/04 00:00:00+00,In-Custody,27,Black,Male,2018/06/29 00:00:00+00,8TH PRECINCT,,Force,No Charge,White,Male,9434
18-162,69576,2020/03/04 00:00:00+00,In-Custody,27,Black,Male,2018/06/29 00:00:00+00,8TH PRECINCT,,Force,Inconclusive,Black,Male,9435
18-161,69575,2020/03/03 00:00:00+00,Telephone (or TDD),37,Black,Female,2018/06/05 00:00:00+00,TELEPHONE CRIME REPORTING UNIT,,Service,Sustained,Black,Female,9432
18-160,69574,2020/03/02 00:00:00+00,Telephone (or TDD),38,Unknown,Male,2018/03/09 00:00:00+00,6TH PRECINCT,Admin. Closure,Demeanor,No Charge,White,Male,9427
18-160,69574,2020/03/02 00:00:00+00,Telephone (or TDD),38,Unknown,Male,2018/03/09 00:00:00+00,6TH PRECINCT,Admin. Closure,Service,No Charge,White,Male,9428
18-159,69573,2020/03/02 00:00:00+00,Telephone (or TDD),67,White,Female,2018/05/18 00:00:00+00,COMMUNICATIONS OPERATIONS,Admin.close/Inadequate Service,Service,Admin. Closure,Unknown,Unknown,9429
18-159,69573,2020/03/02 00:00:00+00,Telephone (or TDD),67,White,Female,2018/05/18 00:00:00+00,UNKNOWN COMMAND,Admin.close/Inadequate Service,Service,No Charge,Unknown,Unknown,9430
18-160,69574,2020/03/02 00:00:00+00,Telephone (or TDD),38,Unknown,Male,2018/03/09 00:00:00+00,6TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,9431
18-157,69571,2020/03/01 00:00:00+00,Telephone (or TDD),27,Black,Female,2018/03/28 00:00:00+00,7TH PRECINCT,,Procedure,Unfounded,White,Male,9417
18-157,69571,2020/03/01 00:00:00+00,Telephone (or TDD),27,Black,Female,2018/03/28 00:00:00+00,7TH PRECINCT,,Procedure,Unfounded,White,Male,9418
18-155,69569,2020/03/01 00:00:00+00,Telephone (or TDD),55,Black,Female,2018/05/30 00:00:00+00,UNKNOWN COMMAND,,Property,No Charge,Unknown,Unknown,9419
18-155,69569,2020/03/01 00:00:00+00,Telephone (or TDD),55,Black,Female,2018/05/30 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,9420
18-157,69571,2020/03/01 00:00:00+00,Telephone (or TDD),27,Black,Female,2018/03/28 00:00:00+00,7TH PRECINCT,,Procedure,Exonerated,White,Male,9421
18-157,69571,2020/03/01 00:00:00+00,Telephone (or TDD),27,Black,Female,2018/03/28 00:00:00+00,7TH PRECINCT,,Procedure,Exonerated,White,Male,9422
18-158,69572,2020/03/01 00:00:00+00,Telephone (or TDD),43,Black,Male,2018/04/06 00:00:00+00,DETROIT DETENTION CENTER,Admin. Closure,Harassment,Admin. Closure,Black,Female,9423
18-155,69569,2020/03/01 00:00:00+00,Telephone (or TDD),55,Black,Female,2018/05/30 00:00:00+00,FORFEITURE SECTION,,Demeanor,Inconclusive,Black,Female,9424
18-156,69570,2020/03/01 00:00:00+00,Telephone (or TDD),25,Black,Male,2018/04/24 00:00:00+00,UNKNOWN COMMAND,,Procedure,Admin. Closure,Unknown,Unknown,9425
18-156,69570,2020/03/01 00:00:00+00,Telephone (or TDD),25,Black,Male,2018/04/24 00:00:00+00,UNKNOWN COMMAND,,Demeanor,Admin. Closure,Unknown,Unknown,9426
18-152,69566,2020/02/27 00:00:00+00,Telephone (or TDD),38,,Male,2018/05/15 00:00:00+00,8TH PRECINCT,,Demeanor,Unfounded,Black,Male,9405
18-152,69566,2020/02/27 00:00:00+00,Telephone (or TDD),38,,Male,2018/05/15 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,9406
18-154,69568,2020/02/27 00:00:00+00,Telephone (or TDD),38,,Male,2018/02/27 00:00:00+00,8TH PRECINCT,Duplication,Demeanor,Void,Black,Male,9407
18-154,69568,2020/02/27 00:00:00+00,Telephone (or TDD),38,,Male,2018/02/27 00:00:00+00,8TH PRECINCT,Duplication,Procedure,Void,Black,Male,9408
18-153,69567,2020/02/27 00:00:00+00,Telephone (or TDD),38,,Male,2018/02/27 00:00:00+00,8TH PRECINCT,Duplication,Demeanor,Void,Black,Male,9409
18-154,69568,2020/02/27 00:00:00+00,Telephone (or TDD),38,,Male,2018/02/27 00:00:00+00,8TH PRECINCT,Duplication,Service,Void,Black,Male,9410
18-152,69566,2020/02/27 00:00:00+00,Telephone (or TDD),38,,Male,2018/05/15 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,9411
18-152,69566,2020/02/27 00:00:00+00,Telephone (or TDD),38,,Male,2018/05/15 00:00:00+00,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown,9412
18-152,69566,2020/02/27 00:00:00+00,Telephone (or TDD),38,,Male,2018/05/15 00:00:00+00,8TH PRECINCT,,Procedure,No Charge,Black,Male,9413
18-153,69567,2020/02/27 00:00:00+00,Telephone (or TDD),38,,Male,2018/02/27 00:00:00+00,8TH PRECINCT,Duplication,Procedure,Void,Black,Male,9414
18-153,69567,2020/02/27 00:00:00+00,Telephone (or TDD),38,,Male,2018/02/27 00:00:00+00,8TH PRECINCT,Duplication,Service,Void,Black,Male,9415
18-152,69566,2020/02/27 00:00:00+00,Telephone (or TDD),38,,Male,2018/05/15 00:00:00+00,8TH PRECINCT,,Service,No Charge,Black,Male,9416
18-150,69564,2020/02/26 00:00:00+00,Walk In,36,Black,Male,2018/05/29 00:00:00+00,2ND PRECINCT,,Procedure,Sustained,Black,Male,9400
18-151,69565,2020/02/26 00:00:00+00,Walk In,30,Black,Female,2018/04/27 00:00:00+00,10TH PRECINCT,,Service,Exonerated,Black,Male,9401
18-150,69564,2020/02/26 00:00:00+00,Walk In,36,Black,Male,2018/05/29 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,9402
18-150,69564,2020/02/26 00:00:00+00,Walk In,36,Black,Male,2018/05/29 00:00:00+00,2ND PRECINCT,,Procedure,Unfounded,Black,Male,9403
18-151,69565,2020/02/26 00:00:00+00,Walk In,30,Black,Female,2018/04/27 00:00:00+00,10TH PRECINCT,,Service,Exonerated,Black,Female,9404
18-149,69563,2020/02/25 00:00:00+00,Telephone (or TDD),51,Black,Female,2018/05/29 00:00:00+00,10TH PRECINCT,,Service,Exonerated,Black,Male,9387
18-149,69563,2020/02/25 00:00:00+00,Telephone (or TDD),51,Black,Female,2018/05/29 00:00:00+00,10TH PRECINCT,,Demeanor,Inconclusive,Black,Male,9392
18-148,69562,2020/02/25 00:00:00+00,In-Custody,24,Black,Male,2018/03/06 00:00:00+00,11TH PRECINCT,Transferred,Procedure,Admin. Closure,Black,Male,9393
18-149,69563,2020/02/25 00:00:00+00,Telephone (or TDD),51,Black,Female,2018/05/29 00:00:00+00,10TH PRECINCT,,Service,Exonerated,Black,Female,9394
18-149,69563,2020/02/25 00:00:00+00,Telephone (or TDD),51,Black,Female,2018/05/29 00:00:00+00,10TH PRECINCT,,Service,Unfounded,Black,Male,9395
18-148,69562,2020/02/25 00:00:00+00,In-Custody,24,Black,Male,2018/03/06 00:00:00+00,11TH PRECINCT,Transferred,Service,Admin. Closure,Black,Male,9396
18-149,69563,2020/02/25 00:00:00+00,Telephone (or TDD),51,Black,Female,2018/05/29 00:00:00+00,10TH PRECINCT,,Service,Unfounded,Black,Female,9397
18-148,69562,2020/02/25 00:00:00+00,In-Custody,24,Black,Male,2018/03/06 00:00:00+00,11TH PRECINCT,Transferred,Demeanor,Admin. Closure,Black,Male,9398
18-149,69563,2020/02/25 00:00:00+00,Telephone (or TDD),51,Black,Female,2018/05/29 00:00:00+00,10TH PRECINCT,,Demeanor,Inconclusive,Black,Female,9399
18-147,69561,2020/02/24 00:00:00+00,Walk In,38,Black,Female,2018/05/31 00:00:00+00,2ND PRECINCT,,Procedure,Exonerated,Hispanic,Male,9353
18-147,69561,2020/02/24 00:00:00+00,Walk In,38,Black,Female,2018/05/31 00:00:00+00,2ND PRECINCT,,Procedure,Exonerated,White,Male,9383
18-147,69561,2020/02/24 00:00:00+00,Walk In,38,Black,Female,2018/05/31 00:00:00+00,2ND PRECINCT,,Demeanor,Unfounded,Hispanic,Male,9556
18-147,69561,2020/02/24 00:00:00+00,Walk In,38,Black,Female,2018/05/31 00:00:00+00,2ND PRECINCT,,Arrest,Exonerated,Hispanic,Male,9557
18-147,69561,2020/02/24 00:00:00+00,Walk In,38,Black,Female,2018/05/31 00:00:00+00,2ND PRECINCT,,Arrest,Exonerated,White,Male,9558
18-143,69557,2020/02/23 00:00:00+00,Telephone (or TDD),0,Black,Female,2018/05/30 00:00:00+00,8TH PRECINCT,,Search,Unfounded,Black,Male,9390
18-143,69557,2020/02/23 00:00:00+00,Telephone (or TDD),0,Black,Female,2018/05/30 00:00:00+00,8TH PRECINCT,,Demeanor,Unfounded,Black,Male,9460
18-143,69557,2020/02/23 00:00:00+00,Telephone (or TDD),0,Black,Female,2018/05/30 00:00:00+00,8TH PRECINCT,,Procedure,Exonerated,Black,Male,9461
18-143,69557,2020/02/23 00:00:00+00,Telephone (or TDD),0,Black,Female,2018/05/30 00:00:00+00,8TH PRECINCT,,Search,No Charge,Black,Female,9464
18-145,69559,2020/02/23 00:00:00+00,Walk In,49,Black,Female,2018/05/31 00:00:00+00,2ND PRECINCT,,Service,Sustained,White,Female,9538
18-146,69560,2020/02/23 00:00:00+00,Telephone (or TDD),31,Other,Male,2018/05/14 00:00:00+00,CRIME SCENE SERVICES,,Procedure,Inconclusive,Black,Male,9539
18-144,69558,2020/02/23 00:00:00+00,Walk In,41,Black,Male,2018/05/30 00:00:00+00,12TH PRECINCT,,Service,Inconclusive,White,Male,9540
18-145,69559,2020/02/23 00:00:00+00,Walk In,49,Black,Female,2018/05/31 00:00:00+00,2ND PRECINCT,,Procedure,Sustained,White,Female,9541
18-142,69556,2020/02/23 00:00:00+00,Walk In,32,Black,Male,2018/05/24 00:00:00+00,12TH PRECINCT,Admin.Close/Innocence of the Charge,Procedure,Admin. Closure,Black,Male,9542
18-141,69555,2020/02/23 00:00:00+00,Telephone (or TDD),31,Black,Male,2018/05/07 00:00:00+00,9TH PRECINCT,Admin.Close/Innocence of the Charge,Search,No Charge,Black,Male,9543
18-143,69557,2020/02/23 00:00:00+00,Telephone (or TDD),0,Black,Female,2018/05/30 00:00:00+00,8TH PRECINCT,,Procedure,Exonerated,Black,Female,9544
18-144,69558,2020/02/23 00:00:00+00,Walk In,41,Black,Male,2018/05/30 00:00:00+00,12TH PRECINCT,,Procedure,No Charge,White,Male,9545
18-145,69559,2020/02/23 00:00:00+00,Walk In,49,Black,Female,2018/05/31 00:00:00+00,2ND PRECINCT,,Service,Sustained,White,Male,9546
18-142,69556,2020/02/23 00:00:00+00,Walk In,32,Black,Male,2018/05/24 00:00:00+00,12TH PRECINCT,Admin.Close/Innocence of the Charge,Procedure,Admin. Closure,Black,Female,9547
18-143,69557,2020/02/23 00:00:00+00,Telephone (or TDD),0,Black,Female,2018/05/30 00:00:00+00,8TH PRECINCT,,Entry,Inconclusive,Black,Male,9548
18-146,69560,2020/02/23 00:00:00+00,Telephone (or TDD),31,Other,Male,2018/05/14 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,9549
18-144,69558,2020/02/23 00:00:00+00,Walk In,41,Black,Male,2018/05/30 00:00:00+00,12TH PRECINCT,,Service,No Charge,White,Female,9550
18-144,69558,2020/02/23 00:00:00+00,Walk In,41,Black,Male,2018/05/30 00:00:00+00,12TH PRECINCT,,Procedure,Sustained,White,Female,9551
18-141,69555,2020/02/23 00:00:00+00,Telephone (or TDD),31,Black,Male,2018/05/07 00:00:00+00,7TH PRECINCT,Admin.Close/Innocence of the Charge,Procedure,Admin. Closure,White,Male,9552
18-143,69557,2020/02/23 00:00:00+00,Telephone (or TDD),0,Black,Female,2018/05/30 00:00:00+00,8TH PRECINCT,,Procedure,Inconclusive,Black,Male,9553
18-145,69559,2020/02/23 00:00:00+00,Walk In,49,Black,Female,2018/05/31 00:00:00+00,2ND PRECINCT,,Procedure,Sustained,White,Male,9554
18-143,69557,2020/02/23 00:00:00+00,Telephone (or TDD),0,Black,Female,2018/05/30 00:00:00+00,8TH PRECINCT,,Demeanor,Unfounded,Black,Female,9555
18-140,69554,2020/02/22 00:00:00+00,Walk In,70,Black,Female,2018/05/03 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Procedure,Admin. Closure,Unknown,Unknown,9376
18-140,69554,2020/02/22 00:00:00+00,Walk In,70,Black,Female,2018/05/03 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Service,Admin. Closure,Unknown,Unknown,9377
18-140,69554,2020/02/22 00:00:00+00,Walk In,70,Black,Female,2018/05/03 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Demeanor,Admin. Closure,Unknown,Unknown,9379
18-139,69553,2020/02/22 00:00:00+00,Telephone (or TDD),64,Black,Female,2018/05/10 00:00:00+00,11TH PRECINCT,,Procedure,Exonerated,Black,Male,9382
18-139,69553,2020/02/22 00:00:00+00,Telephone (or TDD),64,Black,Female,2018/05/10 00:00:00+00,11TH PRECINCT,,Demeanor,Unfounded,Black,Male,9386
18-133,69547,2020/02/21 00:00:00+00,Online,16,Unknown,Male,2018/05/23 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Procedure,Sustained,White,Female,9359
18-133,69547,2020/02/21 00:00:00+00,Online,16,Unknown,Male,2018/05/23 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Demeanor,Inconclusive,White,Female,9360
18-135,69549,2020/02/21 00:00:00+00,Telephone (or TDD),46,Black,Female,2018/05/22 00:00:00+00,5TH PRECINCT,,Property,Unfounded,Unknown,Unknown,9361
18-132,69546,2020/02/21 00:00:00+00,Walk In,29,Black,Female,2018/05/23 00:00:00+00,7TH PRECINCT,,Demeanor,No Charge,Black,Male,9362
18-138,69552,2020/02/21 00:00:00+00,Telephone (or TDD),41,Black,Male,2018/04/23 00:00:00+00,TELEPHONE CRIME REPORTING UNIT,,Procedure,No Charge,Black,Female,9363
18-134,69548,2020/02/21 00:00:00+00,Walk In,37,Black,Female,2018/05/07 00:00:00+00,10TH PRECINCT,,Procedure,No Charge,Black,Male,9364
18-132,69546,2020/02/21 00:00:00+00,Walk In,29,Black,Female,2018/05/23 00:00:00+00,7TH PRECINCT,,Service,Unfounded,Black,Male,9365
18-136,69550,2020/02/21 00:00:00+00,Walk In,38,Black,Female,2018/03/26 00:00:00+00,CANINE,Admin.Close/Innocence of the Charge,Procedure,Admin. Closure,Black,Male,9366
18-138,69552,2020/02/21 00:00:00+00,Telephone (or TDD),41,Black,Male,2018/04/23 00:00:00+00,TELEPHONE CRIME REPORTING UNIT,,Demeanor,Not Sustained,Black,Female,9367
