id,rank,training_name,training_type,hours
1835,Patrol Officer,Firearms Training/Qualification,Police Training,1
1836,Patrol Officer,Firearms Training/Qualification,Police Training,1
1837,Patrol Officer,Criminal Drug Interdiction Techniques and Concealment,Police Training,27
1838,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
1839,Patrol Officer,Hazardous Materials 2019,Police Training,1
1840,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1841,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1842,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
1843,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1844,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
1845,Patrol Officer,2019 ALICE Methodology,Police Training,1
1846,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
1847,Patrol Officer,2019 Below 100,Police Training,1
1848,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1849,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
1850,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
1851,Patrol Officer,2019 LEIN / MICR / Booking Update,Police Training,2
1852,Patrol Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1853,Patrol Officer,2019 Accreditation Training,Community Policing,1
1854,Patrol Officer,Ethical Decision Making and Intervention,Police Training,1
1855,Patrol Officer,2019 Accreditation Review,Police Training,1
1856,Patrol Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
1857,Patrol Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
1858,Patrol Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
1859,Patrol Officer,Veterans Affairs S.A.V.E Training,Police Training,1
1860,Patrol Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
1861,Patrol Officer,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1862,Patrol Officer,TSC Watchlisting Training,Police Training,1
1863,Patrol Officer,19-905 OWI Investigations,Police Training,1
1864,Administrative Assistant,2019 Bloodborne Pathogens ,Police Training,1
1865,Administrative Assistant,Hazardous Materials 2019,Police Training,1
1866,Administrative Assistant,Ethical Decision Making and Intervention,Police Training,1
1867,Administrative Assistant,Michigan State Police Security Awareness Training Level 1,Police Training,1
1868,Administrative Assistant,Michigan State Police Security Awareness Training Level 2,Police Training,1
1869,Patrol Sergeant,Rifle Training and Qualification,Police Training,8
1870,Patrol Sergeant,Rifle Training and Qualification,Police Training,8
1871,Patrol Sergeant,Advanced Roadside Impaired Driving Enforcement (ARIDE),Police Training,16
1872,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
1873,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
1874,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
1875,Patrol Sergeant,Emergency Vehicle Operations (EVO),Police Training,8
1876,Patrol Sergeant,2019 Bloodborne Pathogens ,Police Training,1
1877,Patrol Sergeant,Hazardous Materials 2019,Police Training,1
1878,Patrol Sergeant,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1879,Patrol Sergeant,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1880,Patrol Sergeant,2019 Response to Resistance Scenarios,Police Training,4
1881,Patrol Sergeant,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1882,Patrol Sergeant,2019 Home Made Explosives Recognition,Police Training,1
1883,Patrol Sergeant,2019 ALICE Methodology,Police Training,1
1884,Patrol Sergeant,2019 Community Policing / Problem Solving,Police Training,1
1885,Patrol Sergeant,2019 Below 100,Police Training,1
1886,Patrol Sergeant,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1887,Patrol Sergeant,2019 Employee Asssistance Program,Police Training,1
1888,Patrol Sergeant,2019 52-1 District Court Update ,Police Training,2
1889,Patrol Sergeant,2019 LEIN / MICR / Booking Update,Police Training,2
1890,Patrol Sergeant,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1891,Patrol Sergeant,2019 Accreditation Training,Community Policing,1
1892,Patrol Sergeant,Ethical Decision Making and Intervention,Police Training,1
1893,Patrol Sergeant,2019 Accreditation Review,Police Training,1
1894,Patrol Sergeant,Michigan State Police Security Awareness Training Level 1,Police Training,1
1895,Patrol Sergeant,Michigan State Police Security Awareness Training Level 2,Police Training,1
1896,Patrol Sergeant,Michigan State Police Security Awareness Training Level 3,Police Training,1
1897,Patrol Sergeant,Bulletproof: Policing in Today's Society,Police Training,8
1898,Patrol Sergeant,4th Annual Active Assailant Confrence,Police Training,16
1899,Patrol Sergeant,Veterans Affairs S.A.V.E Training,Police Training,1
1900,Patrol Sergeant,Office of Highway Safety Planning OWI Investigations,Police Training,1
1901,Patrol Sergeant,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1902,Patrol Sergeant,TSC Watchlisting Training,Police Training,1
1903,Patrol Sergeant,Evolutionary Leadership,Police Training,8
1904,Patrol Sergeant,19-905 OWI Investigations,Police Training,1
1905,Patrol Sergeant,Outdoor Rifle Training,Police Training,9
1906,Patrol Sergeant,Outdoor Rifle Training,Police Training,9
1907,Patrol Sergeant,Rifle Training and Qualification,Police Training,8
1908,Patrol Sergeant,Rifle Training and Qualification,Police Training,8
1909,Patrol Sergeant,Advanced Roadside Impaired Driving Enforcement (ARIDE),Police Training,16
1910,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
1911,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
1912,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
1913,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
1914,Patrol Sergeant,Hazardous Materials 2019,Police Training,1
1915,Patrol Sergeant,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1916,Patrol Sergeant,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1917,Patrol Sergeant,2019 Response to Resistance Scenarios,Police Training,4
1918,Patrol Sergeant,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1919,Patrol Sergeant,2019 Home Made Explosives Recognition,Police Training,1
1920,Patrol Sergeant,2019 ALICE Methodology,Police Training,1
1921,Patrol Sergeant,2019 Community Policing / Problem Solving,Police Training,1
1922,Patrol Sergeant,2019 Below 100,Police Training,1
1923,Patrol Sergeant,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1924,Patrol Sergeant,2019 Employee Asssistance Program,Police Training,1
1925,Patrol Sergeant,2019 52-1 District Court Update ,Police Training,2
1926,Patrol Sergeant,2019 LEIN / MICR / Booking Update,Police Training,2
1927,Patrol Sergeant,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1928,Patrol Sergeant,Ethical Decision Making and Intervention,Police Training,1
1929,Patrol Sergeant,2019 Accreditation Review,Police Training,1
1930,Patrol Sergeant,Michigan State Police Security Awareness Training Level 1,Police Training,1
1931,Patrol Sergeant,Michigan State Police Security Awareness Training Level 2,Police Training,1
1932,Patrol Sergeant,Michigan State Police Security Awareness Training Level 3,Police Training,1
1933,Patrol Sergeant,4th Annual Active Assailant Confrence,Police Training,16
1934,Patrol Sergeant,Veterans Affairs S.A.V.E Training,Police Training,1
1935,Patrol Sergeant,Office of Highway Safety Planning OWI Investigations,Police Training,1
1936,Patrol Sergeant,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1937,Patrol Sergeant,TSC Watchlisting Training,Police Training,1
1938,Patrol Sergeant,19-905 OWI Investigations,Police Training,1
1939,Detective,Outdoor Rifle Training,Police Training,9
1940,Detective,Rifle Training and Qualification,Police Training,8
1941,Detective,Rifle Training and Qualification,Police Training,8
1942,Detective,Firearms Training/Qualification,Police Training,1
1943,Detective,Firearms Training/Qualification,Police Training,1
1944,Detective,Firearms Training/Qualification,Police Training,1
1945,Detective,Emergency Vehicle Operations (EVO),Police Training,8
1946,Detective,2019 Bloodborne Pathogens ,Police Training,1
1947,Detective,Hazardous Materials 2019,Police Training,1
1948,Detective,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1949,Detective,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1950,Detective,2019 Response to Resistance Scenarios,Police Training,4
1951,Detective,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1952,Detective,2019 Home Made Explosives Recognition,Police Training,1
1953,Detective,2019 ALICE Methodology,Police Training,1
1954,Detective,2019 Community Policing / Problem Solving,Police Training,1
1955,Detective,2019 Below 100,Police Training,1
1956,Detective,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1957,Detective,2019 Employee Asssistance Program,Police Training,1
1958,Detective,2019 52-1 District Court Update ,Police Training,2
1959,Detective,2019 LEIN / MICR / Booking Update,Police Training,2
1960,Detective,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1961,Detective,2019 Accreditation Training,Community Policing,1
1962,Detective,Ethical Decision Making and Intervention,Police Training,1
1963,Detective,2019 Accreditation Review,Police Training,1
1964,Detective,Michigan State Police Security Awareness Training Level 1,Police Training,1
1965,Detective,Michigan State Police Security Awareness Training Level 2,Police Training,1
1966,Detective,Michigan State Police Security Awareness Training Level 3,Police Training,1
1967,Detective,Veterans Affairs S.A.V.E Training,Police Training,1
1968,Detective,Office of Highway Safety Planning OWI Investigations,Police Training,1
1969,Detective,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1970,Detective,TSC Watchlisting Training,Police Training,1
1971,Detective,19-905 OWI Investigations,Police Training,1
1972,Assistant Chief of Police,Firearms Training/Qualification,Police Training,1
1973,Assistant Chief of Police,Firearms Training/Qualification,Police Training,1
1974,Assistant Chief of Police,Firearms Training/Qualification,Police Training,1
1975,Assistant Chief of Police,Firearms Training/Qualification,Police Training,1
1976,Assistant Chief of Police,Firearms Training/Qualification,Police Training,1
1977,Assistant Chief of Police,Firearms Training/Qualification,Police Training,1
1978,Assistant Chief of Police,Firearms Training/Qualification,Police Training,1
1979,Assistant Chief of Police,2019 Bloodborne Pathogens ,Police Training,1
1980,Assistant Chief of Police,Hazardous Materials 2019,Police Training,1
1981,Assistant Chief of Police,Ethical Decision Making and Intervention,Police Training,1
1982,Assistant Chief of Police,2019 MACP Conference,Police Training,32
1983,Assistant Chief of Police,Michigan State Police Security Awareness Training Level 1,Police Training,1
1984,Assistant Chief of Police,Michigan State Police Security Awareness Training Level 2,Police Training,1
1985,Assistant Chief of Police,Internal Affairs Investigations: Criminal vs. Administrative Investigations,Police Training,1
1986,Assistant Chief of Police,Veterans Affairs S.A.V.E Training,Police Training,1
1987,Assistant Chief of Police,Office of Highway Safety Planning OWI Investigations,Police Training,1
1988,Assistant Chief of Police,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1989,Assistant Chief of Police,TSC Watchlisting Training,Police Training,1
1990,Assistant Chief of Police,19-905 OWI Investigations,Police Training,1
1991,Detective,Outdoor Rifle Training,Police Training,9
1992,Detective,Taser Training,Police Training,8
1993,Detective,Rifle Training and Qualification,Police Training,8
1994,Detective,Firearms Training/Qualification,Police Training,1
1995,Detective,Firearms Training/Qualification,Police Training,1
1996,Detective,Firearms Training/Qualification,Police Training,1
1997,Detective,2019 Bloodborne Pathogens ,Police Training,1
1998,Detective,Hazardous Materials 2019,Police Training,1
1999,Detective,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
2000,Detective,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
2001,Detective,2019 Response to Resistance Scenarios,Police Training,4
2002,Detective,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
2003,Detective,2019 Home Made Explosives Recognition,Police Training,1
2004,Detective,2019 ALICE Methodology,Police Training,1
2005,Detective,2019 Community Policing / Problem Solving,Police Training,1
2006,Detective,2019 Below 100,Police Training,1
2007,Detective,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
2008,Detective,2019 Employee Asssistance Program,Police Training,1
2009,Detective,2019 52-1 District Court Update ,Police Training,2
2010,Detective,2019 LEIN / MICR / Booking Update,Police Training,2
2011,Detective,2019 Resiliance and Self Care for First Repsonders,Police Training,2
2012,Detective,2019 Accreditation Training,Community Policing,1
2013,Detective,Ethical Decision Making and Intervention,Police Training,1
2014,Detective,2019 Accreditation Review,Police Training,1
2015,Detective,Michigan State Police Security Awareness Training Level 1,Police Training,1
2016,Detective,Michigan State Police Security Awareness Training Level 2,Police Training,1
2017,Detective,Michigan State Police Security Awareness Training Level 3,Police Training,1
2018,Detective,Veterans Affairs S.A.V.E Training,Police Training,1
2019,Detective,Office of Highway Safety Planning OWI Investigations,Police Training,1
2020,Detective,TSC Watchlisting Training,Police Training,1
2021,Detective,19-905 OWI Investigations,Police Training,1
2022,Cadet,Customer Service Guarantee Training,HR Training,
2023,Patrol Officer,Datamaster DMT,Police Training,2.5
2024,Patrol Officer,Rifle Instructor Training & Curriculum Development,Police Training,8
2025,Patrol Officer,Patrol Rifle Instructor,Police Training,45
2026,Patrol Officer,Outdoor Rifle Training,Police Training,9
2027,Patrol Officer,Rifle Training and Qualification,Police Training,8
2028,Patrol Officer,Firearms Training/Qualification,Police Training,1
2029,Patrol Officer,Firearms Training/Qualification,Police Training,1
2030,Patrol Officer,Firearms Training/Qualification,Police Training,1
2031,Patrol Officer,Firearms Training/Qualification,Police Training,1
2032,Patrol Officer,Emergency Vehicle Operations (EVO),Police Training,8
2033,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
2034,Patrol Officer,Hazardous Materials 2019,Police Training,1
2035,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
2036,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
2037,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
2038,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
2039,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
2040,Patrol Officer,2019 ALICE Methodology,Police Training,1
2041,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
2042,Patrol Officer,2019 Below 100,Police Training,1
2043,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
2044,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
2045,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
2046,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
2047,Patrol Officer,2019 LEIN / MICR / Booking Update,Police Training,2
2048,Patrol Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
2049,Patrol Officer,Ethical Decision Making and Intervention,Police Training,1
2050,Patrol Officer,2019 Accreditation Review,Police Training,1
2051,Patrol Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
2052,Patrol Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
2053,Patrol Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
2054,Patrol Officer,Bulletproof: Policing in Today's Society,Police Training,8
2055,Patrol Officer,Gracie Survival Tactics - Instructor,Police Training,40
2056,Patrol Officer,4th Annual Active Assailant Confrence,Police Training,16
2057,Patrol Officer,Veterans Affairs S.A.V.E Training,Police Training,1
2058,Patrol Officer,Pistol Instructor School,Police Training,40
2059,Patrol Officer,MILO Simulator Training,Police Training,24
2060,Patrol Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
2061,Patrol Officer,TSC Watchlisting Training,Police Training,1
2062,Patrol Officer,19-905 OWI Investigations,Police Training,1
2063,Patrol Officer,Response to Resistance Annual Cadre Meeting,Police Training,8
2064,Dispatcher,Sexual Harassment Training,HR Training,
2065,Dispatcher,Leaves of Absence Training,HR Training,0
2066,Dispatcher,Diversity Training (HR),HR Training,0
2067,Dispatcher,Customer Service Guarantee Training,HR Training,
2068,Dispatcher,ALICE Training,HR Training,
2069,Patrol Officer,REID Technique of Interview and Interrogation,Police Training,32
2070,Patrol Officer,Exploring the Sexual Offender & Physical Abuser ,Police Training,18
2071,Patrol Officer,Outdoor Rifle Training,Police Training,9
2072,Patrol Officer,Rifle Training and Qualification,Police Training,8
2073,Patrol Officer,Rifle Training and Qualification,Police Training,8
2074,Patrol Officer,Rifle Training and Qualification,Police Training,8
2075,Patrol Officer,Rifle Training and Qualification,Police Training,8
2076,Patrol Officer,Rifle Training and Qualification,Police Training,8
2077,Patrol Officer,Rifle Training and Qualification,Police Training,8
2078,Patrol Officer,Rifle Training and Qualification,Police Training,8
2079,Patrol Officer,Firearms Training/Qualification,Police Training,1
2080,Patrol Officer,Firearms Training/Qualification,Police Training,1
2081,Patrol Officer,Firearms Training/Qualification,Police Training,1
2082,Patrol Officer,Firearms Training/Qualification,Police Training,1
2083,Patrol Officer,Firearms Training/Qualification,Police Training,1
2084,Patrol Officer,Firearms Training/Qualification,Police Training,1
2085,Patrol Officer,Emergency Vehicle Operations (EVO),Police Training,8
2086,Patrol Officer,MSP Finger Printing Training Video,Police Training,0.5
2087,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
2088,Patrol Officer,Hazardous Materials 2019,Police Training,1
2089,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
2090,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
2091,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
2092,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
2093,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
2094,Patrol Officer,2019 ALICE Methodology,Police Training,1
2095,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
2096,Patrol Officer,2019 Below 100,Police Training,1
2097,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
2098,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
2099,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
2100,Patrol Officer,2019 LEIN / MICR / Booking Update,Police Training,2
2101,Patrol Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
2102,Patrol Officer,Ethical Decision Making and Intervention,Police Training,1
2103,Patrol Officer,2019 Accreditation Review,Police Training,1
2104,Patrol Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
2105,Patrol Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
2106,Patrol Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
2107,Patrol Officer,Veterans Affairs S.A.V.E Training,Police Training,1
2108,Patrol Officer,Crisis Intervention Team (CIT) Training,Police Training,40
2109,Patrol Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
2110,Patrol Officer,MCOLES Active Duty Firearm Standard 2019,Police Training,1
2111,Patrol Officer,TSC Watchlisting Training,Police Training,1
2112,Patrol Officer,19-905 OWI Investigations,Police Training,1
2113,Patrol Officer,Firearms Training/Qualification,Police Training,1
2114,Patrol Officer,Firearms Training/Qualification,Police Training,1
2115,Patrol Officer,Firearms Training/Qualification,Police Training,1
2116,Patrol Officer,Firearms Training/Qualification,Police Training,1
2117,Patrol Officer,Firearms Training/Qualification,Police Training,1
2118,Patrol Officer,Emergency Vehicle Operations (EVO),Police Training,8
2119,Patrol Officer,IACP Women's Leadership Institute (WLI),Police Training,40
2120,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
2121,Patrol Officer,Hazardous Materials 2019,Police Training,1
2122,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
2123,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
2124,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
2125,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
2126,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
2127,Patrol Officer,2019 ALICE Methodology,Police Training,1
2128,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
2129,Patrol Officer,2019 Below 100,Police Training,1
2130,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
2131,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
2132,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
2133,Patrol Officer,2019 LEIN / MICR / Booking Update,Police Training,2
2134,Patrol Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
2135,Patrol Officer,2019 Accreditation Training,Community Policing,1
2136,Patrol Officer,Ethical Decision Making and Intervention,Police Training,1
2137,Patrol Officer,2019 Accreditation Review,Police Training,1
2138,Patrol Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
2139,Patrol Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
2140,Patrol Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
2141,Patrol Officer,Bulletproof: Policing in Today's Society,Police Training,8
2142,Patrol Officer,Strategies & Tactics of Patrol Stops - Instructor Recertification,Police Training,16
2143,Patrol Officer,Veterans Affairs S.A.V.E Training,Police Training,1
2144,Patrol Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
2145,Patrol Officer,MCOLES Active Duty Firearm Standard 2019,Police Training,1
2146,Patrol Officer,TSC Watchlisting Training,Police Training,1
2147,Patrol Officer,19-905 OWI Investigations,Police Training,1
2148,Patrol Officer,Response to Resistance Annual Cadre Meeting,Police Training,8
2149,Patrol Officer,REID Technique of Interview and Interrogation,Police Training,32
2150,Patrol Officer,Outdoor Rifle Training,Police Training,9
2151,Patrol Officer,Basic Detective School,Police Training,40
2152,Patrol Officer,Rifle Training and Qualification,Police Training,8
2153,Patrol Officer,Firearms Training/Qualification,Police Training,1
2154,Patrol Officer,Firearms Training/Qualification,Police Training,1
2155,Patrol Officer,Firearms Training/Qualification,Police Training,1
2156,Patrol Officer,Firearms Training/Qualification,Police Training,1
2157,Patrol Officer,Emergency Vehicle Operations (EVO),Police Training,8
2158,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
2159,Patrol Officer,Hazardous Materials 2019,Police Training,1
2160,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
2161,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
2162,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
2163,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
2164,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
2165,Patrol Officer,2019 ALICE Methodology,Police Training,1
2166,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
2167,Patrol Officer,2019 Below 100,Police Training,1
2168,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
2169,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
2170,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
2171,Patrol Officer,2019 LEIN / MICR / Booking Update,Police Training,2
2172,Patrol Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
2173,Patrol Officer,Ethical Decision Making and Intervention,Police Training,1
2174,Patrol Officer,2019 Accreditation Review,Police Training,1
2175,Patrol Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
2176,Patrol Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
2177,Patrol Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
2178,Patrol Officer,Veterans Affairs S.A.V.E Training,Police Training,1
2179,Patrol Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
2180,Patrol Officer,MCOLES Active Duty Firearm Standard 2019,Police Training,1
2181,Patrol Officer,TSC Watchlisting Training,Police Training,1
2182,Patrol Officer,19-905 OWI Investigations,Police Training,1
2183,Patrol Officer,2020 Community Policing and Problem Solving,Police Training,1
2184,Patrol Officer,K-9 Academy,Police Training,24
2185,Patrol Officer,NAPCH National Seminar & Certifications,Police Training,48
2186,Patrol Officer,Exploring the Sexual Offender & Physical Abuser ,Police Training,18
2187,Patrol Officer,Taser Training,Police Training,8
2188,Patrol Officer,Rifle Training and Qualification,Police Training,8
2189,Patrol Officer,Rifle Training and Qualification,Police Training,8
2190,Patrol Officer,Firearms Training/Qualification,Police Training,1
2191,Patrol Officer,Firearms Training/Qualification,Police Training,1
2192,Patrol Officer,Firearms Training/Qualification,Police Training,1
2193,Patrol Officer,National Association of Professional Canine Handlers National Workshop and Conference,Police Training,72
2194,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
2195,Patrol Officer,Hazardous Materials 2019,Police Training,1
2196,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
2197,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
2198,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
2199,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
2200,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
2201,Patrol Officer,2019 ALICE Methodology,Police Training,1
2202,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
2203,Patrol Officer,2019 Below 100,Police Training,1
2204,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
2205,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
2206,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
2207,Patrol Officer,2019 LEIN / MICR / Booking Update,Police Training,2
2208,Patrol Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
2209,Patrol Officer,2019 Accreditation Training,Community Policing,1
2210,Patrol Officer,Ethical Decision Making and Intervention,Police Training,1
2211,Patrol Officer,2019 Accreditation Review,Police Training,1
2212,Patrol Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
2213,Patrol Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
2214,Patrol Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
2215,Patrol Officer,Veterans Affairs S.A.V.E Training,Police Training,1
2216,Patrol Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
2217,Patrol Officer,TSC Watchlisting Training,Police Training,1
2218,Patrol Officer,Remote Collar Training Court for the Police Canine,Police Training,24
2219,Patrol Officer,19-905 OWI Investigations,Police Training,1
2220,Patrol Sergeant,Every Officer a Leader,Police Training,16
2221,Patrol Sergeant,Rifle Training and Qualification,Police Training,8
2222,Patrol Sergeant,Rifle Training and Qualification,Police Training,8
2223,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
2224,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
2225,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
2226,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
2227,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
2228,Patrol Sergeant,2019 Bloodborne Pathogens ,Police Training,1
2229,Patrol Sergeant,Hazardous Materials 2019,Police Training,1
2230,Patrol Sergeant,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
2231,Patrol Sergeant,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
2232,Patrol Sergeant,2019 Response to Resistance Scenarios,Police Training,4
2233,Patrol Sergeant,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
2234,Patrol Sergeant,2019 Home Made Explosives Recognition,Police Training,1
2235,Patrol Sergeant,2019 ALICE Methodology,Police Training,1
2236,Patrol Sergeant,2019 Community Policing / Problem Solving,Police Training,1
2237,Patrol Sergeant,2019 Below 100,Police Training,1
2238,Patrol Sergeant,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
2239,Patrol Sergeant,2019 Employee Asssistance Program,Police Training,1
2240,Patrol Sergeant,2019 52-1 District Court Update ,Police Training,2
2241,Patrol Sergeant,2019 LEIN / MICR / Booking Update,Police Training,2
2242,Patrol Sergeant,2019 Resiliance and Self Care for First Repsonders,Police Training,2
2243,Patrol Sergeant,Ethical Decision Making and Intervention,Police Training,1
2244,Patrol Sergeant,2019 Accreditation Review,Police Training,1
2245,Patrol Sergeant,Michigan State Police Security Awareness Training Level 1,Police Training,1
2246,Patrol Sergeant,Michigan State Police Security Awareness Training Level 2,Police Training,1
2247,Patrol Sergeant,Michigan State Police Security Awareness Training Level 3,Police Training,1
